Counter,Date,User,Comment
1880,"June 11, 2007 7:33PM","
thegraduate ","
Haha, I do have a 4-cylinder. The only time I've ever needed to really rev it up was to merge on short ramps.I'm feeling fine, thanks, and will pick up the wreck report tomorrow, after which I'll begin the process of getting estimates. Thanks for asking, by the way.  "
1881,"June 11, 2007 7:40PM","
captain2 ","
I knew I would get somebody's dander up with the 4 cylinder comment. And yes I have a basic misunderstanding of why we would want 160 hp and maybe 200 lb ft of torque even trying to pull around 3300 lb vehicles.Your point about 'never' using anything more than 60% throttle is probably pretty close to accurate but not the point IMO. It is those times few and far between like safely and quickly merging onto a fast moving highway off a short on-ramp, or possibly making an easy pass of that semi on a 2 lane highway that can and do make a good V6 inherently safer all other factors equal. Power in reserve (within reasonable limits) is generally better than none or little. The question, to me, is whether that security and the generally smoother/quieter operation that a good V6 provides is really worth the mpgs they will invariably cost you. Yes, I currently own two cars both which will run in the 6s 0-60 - the number of times it actually is ever used damn few - do I feel better though with my wife in a car that provides that extra margin - sure do. BTW neither of us drive the way that you seem to think we must, licenses are too valuable, insurance rates are too high, and we are certainly too old for behavior like that.  A few grins once in awhile, when safe and even prudent, is not out of the question however and something I contend that anybody that truly enjoys driving will do occassionally. "
1882,"June 11, 2007 7:47PM","
akirby ","
Here we go again. If hp is so darned important then why do 4 cylinder camcords outsell 6 cylinder models 4 to 1?Since you guys like to quote sales numbers, let's see how many V6 models are actually sold.Accord - 74K (20% of total 2007 projected sales)Camry - 93K (20% of total 2007 projected sales)Fusion/Milan - 88K (40%/59% of total 2007 projected sales)So the Fusion and Milan sell a lot more V6 models than the Accord and within 5K of the almighty Camry.No need to comment - the numbers speak for themselves. "
1883,"June 11, 2007 8:08PM","
elroy5 ","
So the Fusion and Milan sell a lot more V6 models than the AccordSo my Accord V6 is more rare than a Fusion/Milan. Interesting. I don't base my decisions on what ""most people"" do. "
1884,"June 11, 2007 8:16PM","
captain2 ","
Shame on them! Making money producing and selling cars - a novel concept, don't you think?. The Toyota/Lexus 2GR, especially with the direct injection (FSE), IMO, is unequivocably the best V6 available in this class and likely even in the world right now. I own one as I know you do - I guess time will tell us if it has the same sort of longevity/durability as the reigning kingthat great Nissan VQ - oops my slip is showing (again) got one of those as well! I eagerly also anticipate Honda/Acura's 'new' V6 - now there is a company that knows about everything than can be done with smaller displacement engines, and shouldn't be 'allowing' Toyota too much time at the top. "
1885,"June 11, 2007 8:22PM","
wolverinejoe80 ","
hi guyshow would you rate sonata's handling? someone just told me that last gen camry handles better than sonata. is that true? i rented many sonatas and drove many camry's but i couldn't honestly tell which cars handle better.if accord is 10 in terms of handling, is sonata around 8ish? "
1886,"June 11, 2007 8:43PM","
captain2 ","
there are a couple of simple answers to this -1) cost - the Sonata, the V6 Fusion, and even the pushrod equipped V6 Malibus will price at about the same dollars as the Camcordima 4 bangers - getting a good 'discount' on any car up front becomes a badge of honor (and ego gratification) for most new car buyers who somehow seem to forget the back end implications (those dreaded residual values) of those lower initial prices.2) FE - folks that buy vehicles in this class are generally more conservative types (none of these cars are 'sports cars') and are therefore more likely to put a much higher value on those extra mpgs.  "
1887,"June 11, 2007 9:00PM","
zzzoom6 ","
the Sonata has quite a bit more body lean than the Accord, but the brakes are a bit better than the sub-standard Accord brakes :surprise:  . Steering feel is a toss up I think, but I drove them several months apart so I can't be sure. But I remember both feeling pretty positive. I liked the Honda's seats a lot better though...the Sonata felt like I was sliding around too much in cornering. Also felt the Accord's seats were just more comfortable to my hamstrings. As for the Camry comparison, I can't say I've ever driven one...but all that I've read suggests the Camry is on the soft and wobbly side. "
1888,"June 11, 2007 9:14PM","
scape2 ","
And the Fusion won a Stragic Visions award for its ""inferior"" interior.. :P "
1889,"June 11, 2007 9:17PM","
scape2 ","
It is well known the Fusion has a 221HP V6, vs the 240 or 260 in the Accord or Camry. It all looks good on paper. but if you look at the 0-60 numbers.. I really don't think the average car buyer is really going to notice 1 second.. ya think? They will however notice the $3,000 - $5,000 price difference however.. Its up to the buyer if its worth it ... :shades: "
1890,"June 11, 2007 9:18PM","
scape2 ","
""that's easy - something in the neighborhood of a several hundred thousand Camcordima buyers ""Once again.. obviously you don't know the majority of Cam/Cords sold are 4cyl.. :surprise: "
1891,"June 11, 2007 9:21PM","
scape2 ","
"" However, I wouldn't mind to recommend Fusion to anyone that wants a ""relatively"" inexpensive midsize yet offers good quality fit-n'-finish and decent performance.""Forgot to add above average reliability and one heck of a value!.. No, really.. I have never claimed the Fusion/Milan to be the best vehicle around. I do however claim both of these vehicles deserve a look and a test drive and a serious consideration when shopping..  "
1892,"June 11, 2007 9:24PM","
scape2 ","
""I'm simply tired of people making negative statements without any basis in fact just because they don't like Ford.""ME TOO.. Can you tell??  "
1893,"June 11, 2007 9:27PM","
scape2 ","
If I had to choose between the Camry and Accord, I would have to choose the Accord. I just can't get over that frontend of the Camry.. its just plain weird looking.. Once again.. OPINION... before all the Camry owners come unglued... "
1894,"June 11, 2007 9:50PM","
scape2 ","
I test drove both and I felt the Sonata would be a 9, Camry a 10... "
1895,"June 11, 2007 9:56PM","
zzzoom6 ","
really?! you'd put the camry on the same handling level as the Accord? "
1896,"June 12, 2007 4:16AM","
akirby ","
So, to paraphrase your answer - HP isn't important for the majority of midsize sedan buyers. Exactly my point. "
1897,"June 12, 2007 4:51AM","
goodegg ","
you'd put the camry on the same handling level as the Accord?I've owned both and their handling attributes are diametically opposite. The Camry has a looser, dampened suspension that provides minimal road feedback, but also isolates the driver from the road.The Accord is a tighter set up. More of a go-cart feel. Yea - you feel at lot more of the road but you also are more tuned in to the drive of the car. Steering feels more direct too. The 4 cyl engine (awesome) seems to redline quicker than the Camry.I prefer the Accord's attributes. Maybe when I join AARP that'll change, but ya gotta hang on to those vestiges of youth. "
1898,"June 12, 2007 5:50AM","
captain2 ","
I didn't say that all - but I will agree that unfortunately many buyers treat the V6 as a generic item in a midsize sedan - a serious mistake IMO there are a few in this group that only meet the definition, and there are others that are really good sophisticated engines. A car enthusiast will know, understand and appreciate the differences, your 'majority of midsize sedan buyers' are really wanting only a good reliable appliance - there is nothing wrong with that. In my own case, I would enjoy a good 4 banger (Honda's comes to mind) long before I could tolerate a DT or one of those GM pushrods. Different strokes for different folks, but your inference seems to be that since the Fusion sells more V6s than Honda it must somehow be better (or at least equal to) - a ludricrous stretch because there is simply no comparison in power, efficiency and/or refinement -it is only a function of how cheap the Fusion is relative to the Accord. The Sonata is the one that is at least in the same neighborhood in that respect and they too sell far more V6s again as a function of how cheap they are. Give me a choice between a Sonata and a Fusion, the Sonata gets my bucks - Hyundai has been doing some good things lately. "
1899,"June 12, 2007 5:53AM","
pat ","
but your inference seems to be that since the Fusion sells more V6s than Honda it must somehow be better (or at least equal to)Um, he can speak for himself, but what I thought he was saying was simply that there are a lot of people who don't care (or don't even know) that the Fusion's hp is less than the other two.Now can we get off this merry-go-round? I'm getting dizzy.  "
1900,"June 12, 2007 6:02AM","
captain2 ","
no, the average buyer won't really notice that extra second or so - but he/she should notice how it feels and sounds getting there as well as the few bucks they likely save at the pumps, and they would also likely notice that the Camcord is probably worth that same $3-5k more at trade-in time. More truth to the adage that 'you do get what you pay for (or don't pay for).' "
1901,"June 12, 2007 6:04AM","
captain2 ","
I was referencing post 1935 actually. "
1902,"June 12, 2007 6:10AM","
dudleyr ","
""...but if you look at the 0-60 numbers.. I really don't think the average car buyer is really going to notice 1 second.. ya think?""If they won't notice that V-6 A is a second slower than V-6 B, they probly won't notice V-6 A is a second faster than 4-cyl B. So why bother with the V-6 at all?See how I didn't bash any brand. The whole HP numbers game just plays into the the marketing depts. They want you to care about HP so they can create a demand and hence more profit.Look at a Lotus Elise. It will embarass most any car on the road - with a Toyota 4-cylinder engine. HP is not all that matters. "
1903,"June 12, 2007 6:20AM","
goodegg ","
Look at a Lotus Elise. It will embarass most any car on the road - with a Toyota 4-cylinder engine.You mean the midsize sedan called the Lotus Elise? Actually a 4cyl S2000 will easily embarass a Lotus Elise. High HP while maintaining decent fuel economy is what most of these cars offer. "
1904,"June 12, 2007 7:13AM","
mayberryguy ","
Ford is definitely leading the engineering effort for AWD. At least give them credit for that.I think Subaru should get the nod for AWD engineering in this class. Ford is a little late to the party in comparison to Subaru. "
1905,"June 12, 2007 8:07AM","
kdshapiro ","
But to point, an S2000 engine in a Honda Accord would be ""negatory"" good buddy. The S2000 engine makes no torque, but has high revs. In the S2000 it's great, the same engine in the Accord would be a disaster. "
1906,"June 12, 2007 9:19AM","
mz6greyghost ","
Has anyone seen this article yet?Definitely a gutsy move by Saturn... "
1907,"June 12, 2007 9:51AM","
urnews ","
That sure is a lot of confidence. As you said, Ghost, gutsy. "
1908,"June 12, 2007 9:54AM","
plekto ","
Good for them. GM is really trying to reinvent itself bit by bit and climb out of the hole they are in. Ford, OTOH... I give for a decade before it's also sold off like Chrysler was. "
1909,"June 12, 2007 10:26AM","
urnews ","
I give for a decade before it's also sold off like Chrysler was.I fear that you may be correct but I hope that is not the case. "
1910,"June 12, 2007 10:29AM","
akirby ","
Sounds like GM's version of the Ford Challenge. Good for them.Everything that's wrong with Ford is being addressed by Fields and Mullaly. So far they've made the right decisions for Ford's long term health. No reason to think they won't keep it up. "
1911,"June 12, 2007 10:57AM","
goodegg ","
Definitely a gutsy move by Saturn... Not really, considering a huge amount of the CamCord's appeal is from its reputation as a long term pleaser, and the showroom can downplay or mute this trait. "
1912,"June 12, 2007 11:45AM","
Kirstie_H ","
To me, this seems like a HUGE risk. I would never consider an Aura over an Accord or Camry. I recognize that this decision is not based on objective qualities, but on personal experience and bias.I am so biased that it would take either a giant price difference or some super-surprising features and possibly a much longer warranty to sway me. I cannot imagine changing my mind. Perhaps they so strongly believe in their product that they think a side-by-side could make me consider the Aura? (just visiting, not hosting) "
1913,"June 12, 2007 12:20PM","
benderofbows ","
In my opinion this is an excellent move by Saturn, and I suspect they will see some increase in sales as a result. This is light years ahead of the ""Fusion Challenge"" because I beleive this will actually get some more people into Saturn showrooms (heck, I have one a mile away that I've never been to, and I'm thinking about going just to check out the spectacle). You've got the fairly basic models of all three cars, comparable in *sticker* price (the one flaw is that Saturn won't budge wheras the Japanese usually will), and they can showcase all of the awards the Aura has.Plus if they really do ""pamper"" the customers I'm thinking it will get some people all worked up. Additionally, unlike the Fusion challenge, the people who get all excited during the test drives will actually be able to buy an Aura right then before the excited feeling wears off.I've never driven an Aura; I'll report my experience. "
1914,"June 12, 2007 12:52PM","
kdshapiro ","
Bingo! You hit the nail on the head and that is my thinking also. I am biased for a reason however, and am entitled to war those those biases proudly.Unless someone wants to give me a car, I intend on keeping those biases. :surprise "
1915,"June 12, 2007 12:56PM","
jd10013 ","
gutsy, but not a surprise. one problem you have when your at the top, everybody is gunning for you. Ford, Nissan, GM, Chrysler, Hundai, ect are all tageting 2 vehicles. the accord and the camry. "
1916,"June 12, 2007 1:24PM","
elroy5 ","
Like people won't smell a setup here. They can do all sorts of things to the Camry and Accord to make them seem less appealing. 1. loosen a few screws here and there to create some rattles. 2. Disconnect an O2 sensor, so the Check engine light comes on. 3. You can bet they won't be using the top of the line models. 4. Whatever models they use will have drastically inflated stickers on the windows. The competitors have been shooting at the Camry and Accord for 15 years or more now, and they will miss the target again with this obvious ploy. "
1917,"June 12, 2007 1:28PM","
lilengineerboy ","
1. loosen a few screws here and there to create some rattles.As much as I love my Hondas, I gotta say I think the factory does this for you :P "
1918,"June 12, 2007 1:54PM","
plekto ","
I bet they will be standard models. The idea is clearly one of ""look, this car is 90% as good as these - it's a very small difference. But check out the prices - we're thousands less and have aggressive financing specials...""It's why Lexus ate into Mercedes sales. Close to the same thing for a lot less money(well, at first... now Lexus is silly money as well) "
1919,"June 12, 2007 2:27PM","
w9cw ","
There is absolutely no way they will tamper with the Accord or Camry. That is legal and marketing suicide. If you can get over the hype, and blind brand loyalty, there are reasonable alternatives to an Accord and Camry. I should know, I own both a new Toyota and a new Hyundai, and Accord/Camry fans probably don't want to hear my comments. "
1920,"June 12, 2007 2:41PM","
urnews ","
I own both a new Toyota and a new Hyundai, and Accord/Camry fans probably don't want to hear my comments.The CamCord fans might not want to hear your comments but this Fusion owner does. Are you going to say the Hyundai is better in some respects? Is it a Sonata? "
1921,"June 12, 2007 2:49PM","
urnews ","
Wouldn't it be funny if people visiting the Saturn showrooms try to buy the Camry or Accord. To be sure Saturn (GM) has got to be buying the Camrys and Accords because Toyota or Honda certainly isn't going to ""loan"" them cars for purposes of the demonstration. "
1922,"June 12, 2007 2:55PM","
jd10013 ","
will probably just lease them. but It sounds like a decent idea to me. What have they got to loose? As someone else said, it will all be about price. I doubt many people will actually test drive the accords or camrys, this is just a way for the salespeople to put the two cars next to each other and say ""does it realy look like its worth x thousands of dollars more?"" "
1923,"June 12, 2007 3:12PM","
alpha01 ","
Very interesting discussion on GM's Accord/Camry tactic. As an aside, I've recently had the pleasure of renting a Altima [EDIT] 2.5S and driving a couple hundred miles in it, back and forth between NYC/NJ/Philly.First, let me say that this vehicle's glaring omission is its lack of standard ABS. In a rainstorm yesterday, this becaming frighteningly apparent on the NJ TPK as I had to jab the brakes quickly due to rubbernecking, and the front tires locked-up momentarily. As if a Taco Bell lunch needs further encouragement through my digestive system!Crisis adverted, no drama ensued, but still.. it's practically the 2008 MY, this vehicle costs $21K at MSRP, and ABS is minimally expensive nowawdays, so what gives, Nissan?That aside, this car is fantastic. Sure, I'm still not convinced by the fuzzy, cheap felt on the outer edges of the seats, but that's so easy to overlook given the interior's many other virtues, from a super-easy to use trip computer, to well placed dash vents and logical climate controls. And the base stereo is even pretty decent (though I like the Camry's trap door for the iPod better than the Altima's jack). Additionally, seating is comfortable, passenger room copious, and steering wheel easily customizable for drivers of various shapes and sizes. Finally, all buyers get the simple but totally trick Intelligent Key? Sweet!Where this car shines though is in its ultra-responsive and smooth (especially for a 4) powertrain. The CVT is worlds above those offered in Dodge/Mitsu products, and this 2.5L feels nothing if not 3.0+ litres in size. I've even gotten an indicated 25 MPG since rolling out of the Enterprise parking lot, despite lots of sitting in traffic and, shall we say, liberal throttle applications when not.Handling is as one would expect given Nissan's pitch of the Altima; composed and engaging. Kudos.Seriously, pending crash scores, I can't imagine why this vehicle wouldn't be on the shopping list of buyers in this segment. This is, far and away, the 4 cylinder that I'd pick. Make mine with ABS and the Convenience Package, though (which really does add convenience, btw, as the power driver's seat likely cures some of the limited flexiblity between the standard seat's incline and slide detents)Heck, I'd take this 4 over the V6 iterations of the Sonata and Fusion, too. I haven't driven the Altima V6, but it would be a tough call between this and the Camry SE V6 or the Accord V6s (due to their tremedous value right now and general competence despite age). If I wanted lux, I'd probably go Camry XLE V6, though.IMO, if Nissan continues cranking out winners like this, Shift 2.0 will be nothing short of phenomenal. (To bad the new Sentra works to contradict this).my .02~alpha "
1924,"June 12, 2007 3:28PM","
goodegg ","
renting a Altima 2.0S There is no Altima 2.0S "
1925,"June 12, 2007 3:29PM","
zzzoom6 ","
hey Alpha, did you get a chance to drive last year's Altima? Did the handling improve - particularly the steering feel and ""boatish"" feeling? I did like their v-6 a lot with more low end torque. But ingress and particularly egress was not too easy from what I remember... anyway, thanks for sharing. "
1926,"June 12, 2007 3:35PM","
baggs32 ","
There is no Altima 2.0S He did later in his review point out that the engine was 2.5L in size. Probably a typo unless he actually drove a Sentra 2.0S? :confuse: "
1927,"June 12, 2007 3:45PM","
elroy5 ","
 and Accord/Camry fans probably don't want to hear my comments. Sure we do.  This is just another ""Challenge"", and will be as effective as the Fusion and Hyundai challenges have been. Are their sales increasing since they started the Challenges? I don't think so.The way to increase sales of your own car, is to make a BETTER CAR. Talking bad about the other guy doesn't work. "
1928,"June 12, 2007 4:40PM","
goodegg ","
Probably a typo unless he actually drove a Sentra 2.0S?I was thinking the same thing. The latest Motor Trend picked it second to the Civic and ahead of the Elantra. Looks good to me too. "
1929,"June 12, 2007 4:47PM","
goodegg ","
This is, far and away, the 4 cylinder that I'd pick.Nissan does build a nice 4 cyl, but I'd venture to say the next incarnation of a four cylinder from Honda in the 08 Accord will not only easily match it, but also provide the overall Honda fit and finish that closes most deals at a Honda dealership. "
1930,"June 12, 2007 4:47PM","
akirby ","
Are their sales increasing since they started the Challenges? I don't think so. . So much misinformation. So little time.Ford April 2007 sales press release:Following the start of the successful &#147;Fusion Challenge&#148; ads in January, the Ford Fusion posted double-digit sales increases throughout the first quarter.Fusion sales for 1Q07 when they ran the ads were up 33% over 1Q06. 39,678 for 1Q2007 vs. 29,845 for 1Q2006.There goes that theory. "
1931,"June 12, 2007 5:55PM","
alpha01 ","
Perhaps. But of the four cylinder midsizers one can go out and purchase today, I'd choose the Altima. ~alpha "
1932,"June 12, 2007 6:02PM","
alpha01 ","
""Fusion sales for 1Q07 when they ran the ads were up 33% over 1Q06. 39,678 for 1Q2007 vs. 29,845 for 1Q2006"" does not form a correlation between the ads and Fusion sales, it merely states concurrent events. Further were sales to consumers, and not to fleet? Ford has been doing good with this in terms of the FuLans, but I still have seen many at airport rental lots.Finally, I found the Fusion challenge annoying because it didn't seem to be as apples to apples as possible. Did Ford not feel confident enough in fielding the FWD version of the Fusion? Since all the bar graphs that Ford chose to place in its ads had to do with either 1) styling or 2) performance, was Ford uncomfortable in providing a Camry SE with its different suspension settings? ~alpha "
1933,"June 12, 2007 6:04PM","
backy ","
I don't think it's a risk at all. GM must do something to make buyers actually compare the Aura to the Accord and Camry and show them how well the Aura stacks up. This is as good a way to do it as any.I expect what Saturn is doing is pitting the Aura against like-priced Camrys and Accords. That would mean, for example, the V6 Aura vs. a relatively bare-bones Accord/Camry I4. I have done just this sort of comparison at my local auto show, and IMO the Aura looks very good in this kind of comparison. For example, it has large, nice-looking alloys vs. (probably) plastic covers on smaller wheels on the Camcord. It has the V6 vs. the I4. It has a much classier looking exterior I think, and the interior compares well, at least to the extent someone would compare them on a showfloor. You also have other plusses with the Aura, including OnStar and the hassle-free buying experience Saturn offers (not to be overlooked for many buyers tired of what they have experienced or heard about shenanigans by Honda and Toyota salespeople).So I think it's a good move by GM--even if it means that Honda and Toyota just sold nearly 500 cars each in June.I'd like to see Hyundai try this with, say, the Santa Fe, RAV4, and CRV, or maybe the Elantra, Civic, and Corolla. Or more on topic, the Sonata, Camry, and Accord. Before the new Accord comes out, preferably.  "
1934,"June 12, 2007 6:23PM","
scape2 ","
No-way, the Accord will easily out handle a Camry.. "
1935,"June 12, 2007 6:26PM","
scape2 ","
""would also likely notice that the Camcord is probably worth that same $3-5k more at trade-in time. More truth to the adage that 'you do get what you pay for (or don't pay for).' ""Better be worth 3-$5K more at trade in... You paid $3-5K more at purchase..  "
1936,"June 12, 2007 6:28PM","
akirby ","
If you don't see the correlation then you just don't want to see it. Even the dealers said the ads were bringing in more buyers.Fusion fleet sales are holding steady around 18% last time I checked. They are NOT dumping cars into rental fleets. Instead they're slowing production to match demand instead of throwing huge amounts of cash on the hood. Even the slow selling Five Hundred never got huge rebates like it would have in the past. The days of rental fleet dumping are over.Having AWD was the main point of the Fusion challenge - you can get an AWD Fusion V6 for the same price or less than the FWD competition. If Toyota wants to do their own test with a SE model - go right ahead. But if they had used the SE model then everyone would have complained that the Fusion was better equipped since it was a top of the line model. "
1937,"June 12, 2007 6:38PM","
scape2 ","
""Finally, I found the Fusion challenge annoying because it didn't seem to be as apples to apples as possible. ""Here we go again..The fact is you can buy an AWD Fusion SEL V6 for the same price or less than a V6 CamryXLE or Accord EX. Read the comparison please. ""Comparable prices"". The Fusion will still our perform a Camry SE in the twisties. So I guess the Accord/Camry having stability control standard has no merit?? :confuse: Ford was a SPONSER only. Ford funded the comparison. These were everyday people/consumers. Not mag writers that have to make sure they keep the masses of readers happy or they will lose readers=revenue. That is what made this comparison an eye opener.  "
1938,"June 12, 2007 6:42PM","
pulgo ","
I just purchased a Sentra 2.0. S + luxury package. It comes with ABS, EBD, trip computer, heated mirrors, bluetooth, etc, etc, for a very decent price. I am getting 35 MPG on my horrible 40 mile, 1 hour and a half commute that has 50% stop and go. What is there not to like? (yeah I know, it's not very sporty, has a soft suspension but is very roomy and quiet). "
1939,"June 12, 2007 6:43PM","
scape2 ","
Today I was at the store and happened to be getting in my car when an Amethyst (Purplish/black) brand new Fusion SEL V6 AWD drove past me. The person driving was a woman about 30ish. I pulled up behind her and started a conversation about the Fusion. She was surprised I had mine for a year and was very interested how I felt after a years ownership.. Nice color check it out on the web.. "
1940,"June 12, 2007 6:58PM","
goodegg ","
Better be worth 3-$5K more at trade in... You paid $3-5K more at purchaseOh it will. And the percentage of its original value the Accord will keep is huge compared to a Ford.You seem to forget about that part of the calculation. "
1941,"June 12, 2007 7:04PM","
thegraduate ","
Im still wondering whopaid $5k more for an Accord. Mine was about $2k more than a comparable Fusion, and the numbers should have only come closer together since two years ago when I got the car. "
1942,"June 12, 2007 8:29PM","
bhmr59 ","
Percentages are for those who don't really understand numbers. As an extreme example (but the percentages apply :P ) : buy a car for $20K and turn it in for $12K (that's 60%) and it cost you $8K depreciation. Buy a different car for $16K and turn it in for $10K (that's 56.25%) and it cost you $7K depreciation. The first car retained a higher % of it's original cost but cost $1K more in REAL dollars. Do percentages pay your expenses or do you pay them with dollars? Another example of percentages not being real: If you make $200 a week and get a 50% pay cut for a month, you'd get $100 per week. Then the situation improves and you get a 100% pay increase, which restores you to the original $200 per week. The dollars are the same but the percentage minded people would be inclined to think you were better off with a 100% increase after suffering ""only a 50% temporary cut."" "
1943,"June 12, 2007 9:16PM","
zzzoom6 ","
Nissan does build a nice 4 cyl, but I'd venture to say the next incarnation of a four cylinder from Honda in the 08 Accord will not only easily match it, but also provide the overall Honda fit and finish that closes most deals at a Honda dealership.leadfoot: you keep talking like you've got some crystal ball or some inside contacts at Honda! Stop it! I like Honda too, but I don't think everything they touch turns to gold... look at their stringtrimmers or even the ridgeline or ElementSC or RDX or RL or lack of braking power on their Accords. Why don't we just talk about what we know and not what we hope we know. "
1944,"June 12, 2007 11:43PM","
mort4371 ","
""Oh it will. And the percentage of its original value the Accord will keep is huge compared to a Ford. You seem to forget about that part of the calculation."" Have fun banking the percentage. My bank only works in dollars. Seriously - adwriters must love us (colectively) consumers. They can use numbers/statistics that are at best irrelevant, or at worst misleading, but if they sound good we eat 'em up. "
1945,"June 13, 2007 4:03AM","
kdshapiro ","
I'd look at real world private party sales and forgot the percentages. For example, in real dollars IMO the Accord will hold it's value better than the Fusion. Meaning that after three years, the purchase price minus the sales price will be greater for an Accord vs a Fusion. Thus contributing to a lower cost of ownership over the time period. "
1946,"June 13, 2007 5:14AM","
akirby ","
But that's based on the fleet queen Taurus. Huge incentives and rental fleet dumping is what hurts resale values and we have neither case with the Fusion. Automotive Lease Guide puts estimated Fusion resale in between Accord and Camry. Accord will probably be slightly higher because of its reputation but I don't think the gap is as high as the Accord fans think it will be. "
1947,"June 13, 2007 5:26AM","
captain2 ","
Better be worth 3-$5K more at trade inand if we make the assumption that it will be (while Ford has had a checkered past in the residual value dept, we simply don't know yet about the Fusion - the Camcords OTH each have about 20 years or so of great residual values), then that Camcord really only costs about $200.00/year to own than that Fusion - that $200.00 'average' interest you pay on an extra $4000.00 per year - keeping in mind that the principle difference will also narrow because your payments are obviously higher and that loan principle difference reduces with time. Is it worth an extra $20/month to drive an Accord let's say - that is buyers choice, but it is also a cost that you might also recover just in the FE differences.The Accord actually a cheaper car than a Fusion, quite possibly - and I'm not the only one that thinks so - check out Intellichoice and Edmunds numbers. This logically the ultimate justification for those that go out and spend the extra money on a Camcord - but also one with a very solid historically supported foundation.Over the longer term, of course, that differential will always shrink in the cheaper car's favor and then we are all reduced to a bet of sorts - on the long term reliability and repair costs on one car vs the other, and again we can all point to 20 years or so of history versus a whole 2 as we all seek to make the best 'bet' we can. Folks that point to initial purchase price can sometimes justifiably point to some great discounted and/or mfgr sponsored 'deal' they think they got, but the fact of the matter is that initial purchase price is only one of several components of what it truly costs to own a car. Harp on the price differences all you want, but in all likelyhood, it means very, very, very, little  "
1948,"June 13, 2007 5:39AM","
goodegg ","
Have fun banking the percentage. My bank only works in dollars.Does your bank give you a range when they talk about a cost to you? Do they say that fee is $3000-5000 dollars? Have fun figuring that debit out on your statement.My point is that although you might pay more for the Accord the accumulated depreciation on it when you sell it (expressed as a percentage that has been proven - not a number I made up) is less than that of any other sedan in this class.Yes - I'll take that to the bank in actual, exact dollars and not in a firm possibility of a definite maybe. "
1949,"June 13, 2007 5:42AM","
lilengineerboy ","
Actually there was an article in the fleet newsletter I get talking about how the cost to rent a car has been increasing due to the cut backs in fleet sales from the big 3. The Autoline Detroit guy said the residuals for GM cars went from the low 30s to mid 40s (and GM attributes that to fewer fleet sales and a better warranty program). "
1950,"June 13, 2007 5:45AM","
captain2 ","
think about this for a second -while it is true that Ford has avoided dumping the Fusion thru the fleet sales depts., resale value market perceptions will always largely be governed by what people think the the brand name as a whole. Example - you are going out to buy your kid his/her first car, and you tell your neighbor that you bought an 6 year old Camcord with 100k on it. He nods because he understands. Tell him the same thing about a Contour in the same condition and he wonders if you are crazy. The fact that the 1 and 2 year old rental fleet Taurus can be bought for 10-12k or that they are floating 6 grand+ on Crown Vics can do nothing but hurt a Fusion's resale values, simply because the Taurus/CV are cheapening the brand name as a whole.It is perhaps unfair, but for the last 10 or 15 years at least - Toyotas and Hondas are assummed reliable and valuable while the 'Detroit' products are assummed 'suspect'. Ford (and Ford buyers) will have a long time to wait before this changes - even if the Fusion proves to be the most reliable and best car ever built. "
1951,"June 13, 2007 5:48AM","
akirby ","
we can all point to 20 years or so of history versus a whole 2 That assumes nothing has materially changed in recent years. Based on history you wouldn't have predicted Toyota's engine sludge or transmission problems or Honda's transmission problems. You wouldn't have predicted the new Toyota Tundra 5.7L truck engine would have 20 confirmed camshaft failures within the first 6 months.At some point you have to stop relying solely on past performance and take current performance into account. Things change. "
1952,"June 13, 2007 6:05AM","
captain2 ","
I usually rent thru Hertz or Budget, would invariably end up with a 'Vulcan' Taurus/Milan, or a G6 pushrod - talk about irritating! Then it seemed that Sonatas were taking over, most were the V6s and not nearly so bad. Hyundai apparently has also seen the light (as declining 'sales nos. would indicate) and now seems to understand that 'loss leaders' are exactly that and 'sales' for the sake of 'sales' is a losing proposition especially as they seek to recover from their own checkered past as well. "
1953,"June 13, 2007 6:12AM","
captain2 ","
you have to stop relying solely on past performance and take current performance into account. Things change. and you really really think that the car buyer is going to magically flock into Ford dealerships just because the Ford Fusion has shown to have some decent reliability stats for a whole 2 years? Things do change - but it is also almost universally true that real change takes time. Has Ford all of a sudden changed its spots? Perhaps. "
1954,"June 13, 2007 6:21AM","
akirby ","
Don't assume the general buying public shares your disgust for Ford and all Ford products. They don't. And the ones that do are changing their minds based on the latest quality and safety awards.Yes, it will take time but it's happening much more quickly than some folks want to admit. "
1955,"June 13, 2007 6:26AM","
akirby ","
and you really really think that the car buyer is going to magically flock into Ford dealerships just because the Ford Fusion has shown to have some decent reliability stats for a whole 2 years?Yes. That plus the recent quality and safety awards. I read an interview with someone who bought an Escape. She said she only visited the Ford showroom after seeing Ford's great performance in the latest JD Power IQS ratings. Before she saw that she simply would not have considered a Ford product.I've also read about buyers who won't consider a Camry due to the engine sludge and transmission problems. I'd say the shoe is now firmly on the other foot. Diehard Toyota and Honda fans won't be swayed but the average buyer will be. "
1956,"June 13, 2007 6:35AM","
captain2 ","
Accord/Camry having stability control standard has no merit?? actually if you understand what stability control does and how it works, the fact that the Fusion doesn't even offer it is a big advantage -to the Fusion, under those controlled and specific conditions that Ford dictated the tests be conducted. Remember that we are talking about how much 'fun' it is to fling a few sedans around a test track here - not how ultimately safe they are.We've been thru this before, but your 'Challenge' remains about the biggest sham ever foisted on the car buying public. Ford should be ashamed to think that it has to resort to such things. "
